"No.","Time","Source","Destination","Protocol","Length","Info"
"22","1677862083.622330000","192.168.100.23:12070","52.21.119.163:443","TCP","78","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:03.622330000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862083.622330000 seconds
	Time delta from previous captured frame: 0.004461000 seconds
	Time delta from previous displayed frame: 0.004461000 seconds
	Time since reference or first frame: 5.688079000 seconds
	Frame Number: 26
	Frame Length: 78 bytes (624 bits)
	Capture Length: 78 bytes (624 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
"23","1677862083.804758000","192.168.100.23:12070","52.21.119.163:443","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:03.804758000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862083.804758000 seconds
	Time delta from previous captured frame: 0.182428000 seconds
	Time delta from previous displayed frame: 0.182428000 seconds
	Time since reference or first frame: 5.870507000 seconds
	Frame Number: 27
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"24","1677862083.900857000","52.21.119.163:443","192.168.100.23:12070","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:03.900857000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862083.900857000 seconds
	Time delta from previous captured frame: 0.096099000 seconds
	Time delta from previous displayed frame: 0.096099000 seconds
	Time since reference or first frame: 5.966606000 seconds
	Frame Number: 28
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"25","1677862088.933043000","192.168.100.23:58178","118.98.44.100:53","UDP","80","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:08.933043000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862088.933043000 seconds
	Time delta from previous captured frame: 0.618062000 seconds
	Time delta from previous displayed frame: 0.618062000 seconds
	Time since reference or first frame: 10.998792000 seconds
	Frame Number: 30
	Frame Length: 80 bytes (640 bits)
	Capture Length: 80 bytes (640 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:udp:dns
"
"26","1677862089.295763000","118.98.44.100:53","192.168.100.23:58178","UDP","225","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.295763000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.295763000 seconds
	Time delta from previous captured frame: 0.362720000 seconds
	Time delta from previous displayed frame: 0.362720000 seconds
	Time since reference or first frame: 11.361512000 seconds
	Frame Number: 31
	Frame Length: 225 bytes (1800 bits)
	Capture Length: 225 bytes (1800 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:udp:dns
"
"27","1677862089.303695000","192.168.100.23:12071","52.21.119.163:443","TCP","66","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.303695000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.303695000 seconds
	Time delta from previous captured frame: 0.007932000 seconds
	Time delta from previous displayed frame: 0.007932000 seconds
	Time since reference or first frame: 11.369444000 seconds
	Frame Number: 32
	Frame Length: 66 bytes (528 bits)
	Capture Length: 66 bytes (528 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"28","1677862089.555113000","52.21.119.163:443","192.168.100.23:12071","TCP","66","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.555113000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.555113000 seconds
	Time delta from previous captured frame: 0.251418000 seconds
	Time delta from previous displayed frame: 0.251418000 seconds
	Time since reference or first frame: 11.620862000 seconds
	Frame Number: 33
	Frame Length: 66 bytes (528 bits)
	Capture Length: 66 bytes (528 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"29","1677862089.555427000","192.168.100.23:12071","52.21.119.163:443","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.555427000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.555427000 seconds
	Time delta from previous captured frame: 0.000314000 seconds
	Time delta from previous displayed frame: 0.000314000 seconds
	Time since reference or first frame: 11.621176000 seconds
	Frame Number: 34
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"30","1677862089.557731000","192.168.100.23:12071","52.21.119.163:443","TCP","428","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.557731000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.557731000 seconds
	Time delta from previous captured frame: 0.002304000 seconds
	Time delta from previous displayed frame: 0.002304000 seconds
	Time since reference or first frame: 11.623480000 seconds
	Frame Number: 35
	Frame Length: 428 bytes (3424 bits)
	Capture Length: 428 bytes (3424 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
"31","1677862089.842267000","52.21.119.163:443","192.168.100.23:12071","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.842267000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.842267000 seconds
	Time delta from previous captured frame: 0.284536000 seconds
	Time delta from previous displayed frame: 0.284536000 seconds
	Time since reference or first frame: 11.908016000 seconds
	Frame Number: 36
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"32","1677862089.843391000","52.21.119.163:443","192.168.100.23:12071","TCP","1466","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.843391000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.843391000 seconds
	Time delta from previous captured frame: 0.001124000 seconds
	Time delta from previous displayed frame: 0.001124000 seconds
	Time since reference or first frame: 11.909140000 seconds
	Frame Number: 37
	Frame Length: 1466 bytes (11728 bits)
	Capture Length: 1466 bytes (11728 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
"33","1677862089.844985000","52.21.119.163:443","192.168.100.23:12071","TCP","1466","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.844985000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.844985000 seconds
	Time delta from previous captured frame: 0.001594000 seconds
	Time delta from previous displayed frame: 0.001594000 seconds
	Time since reference or first frame: 11.910734000 seconds
	Frame Number: 38
	Frame Length: 1466 bytes (11728 bits)
	Capture Length: 1466 bytes (11728 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"34","1677862089.845132000","192.168.100.23:12071","52.21.119.163:443","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.845132000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.845132000 seconds
	Time delta from previous captured frame: 0.000147000 seconds
	Time delta from previous displayed frame: 0.000147000 seconds
	Time since reference or first frame: 11.910881000 seconds
	Frame Number: 39
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"35","1677862089.846462000","52.21.119.163:443","192.168.100.23:12071","TCP","1466","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.846462000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.846462000 seconds
	Time delta from previous captured frame: 0.001330000 seconds
	Time delta from previous displayed frame: 0.001330000 seconds
	Time since reference or first frame: 11.912211000 seconds
	Frame Number: 40
	Frame Length: 1466 bytes (11728 bits)
	Capture Length: 1466 bytes (11728 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls:tls
"
"36","1677862089.869578000","52.21.119.163:443","192.168.100.23:12071","TCP","535","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.869578000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.869578000 seconds
	Time delta from previous captured frame: 0.023116000 seconds
	Time delta from previous displayed frame: 0.023116000 seconds
	Time since reference or first frame: 11.935327000 seconds
	Frame Number: 41
	Frame Length: 535 bytes (4280 bits)
	Capture Length: 535 bytes (4280 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls:tls
"
"37","1677862089.869714000","192.168.100.23:12071","52.21.119.163:443","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.869714000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.869714000 seconds
	Time delta from previous captured frame: 0.000136000 seconds
	Time delta from previous displayed frame: 0.000136000 seconds
	Time since reference or first frame: 11.935463000 seconds
	Frame Number: 42
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"38","1677862089.880277000","192.168.100.23:12071","52.21.119.163:443","TCP","717","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:09.880277000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862089.880277000 seconds
	Time delta from previous captured frame: 0.010563000 seconds
	Time delta from previous displayed frame: 0.010563000 seconds
	Time since reference or first frame: 11.946026000 seconds
	Frame Number: 43
	Frame Length: 717 bytes (5736 bits)
	Capture Length: 717 bytes (5736 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
"39","1677862090.135564000","52.21.119.163:443","192.168.100.23:12071","TCP","335","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:10.135564000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862090.135564000 seconds
	Time delta from previous captured frame: 0.255287000 seconds
	Time delta from previous displayed frame: 0.255287000 seconds
	Time since reference or first frame: 12.201313000 seconds
	Frame Number: 44
	Frame Length: 335 bytes (2680 bits)
	Capture Length: 335 bytes (2680 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
"40","1677862090.136357000","52.21.119.163:443","192.168.100.23:12071","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:10.136357000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862090.136357000 seconds
	Time delta from previous captured frame: 0.000793000 seconds
	Time delta from previous displayed frame: 0.000793000 seconds
	Time since reference or first frame: 12.202106000 seconds
	Frame Number: 45
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"41","1677862090.136658000","192.168.100.23:12071","52.21.119.163:443","TCP","54","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:10.136658000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862090.136658000 seconds
	Time delta from previous captured frame: 0.000301000 seconds
	Time delta from previous displayed frame: 0.000301000 seconds
	Time since reference or first frame: 12.202407000 seconds
	Frame Number: 46
	Frame Length: 54 bytes (432 bits)
	Capture Length: 54 bytes (432 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp
"
"42","1677862090.145502000","192.168.100.23:12071","52.21.119.163:443","TCP","78","Layer FRAME:
	Interface id: 0 (\Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4})
	Interface name: \Device\NPF_{395732A2-708D-4F09-8EE9-A68253CB1EC4}
	Interface description: Wi-Fi
	Encapsulation type: Ethernet (1)
	Arrival Time: Mar  3, 2023 23:48:10.145502000 SE Asia Standard Time
	Time shift for this packet: 0.000000000 seconds
	Epoch Time: 1677862090.145502000 seconds
	Time delta from previous captured frame: 0.008844000 seconds
	Time delta from previous displayed frame: 0.008844000 seconds
	Time since reference or first frame: 12.211251000 seconds
	Frame Number: 47
	Frame Length: 78 bytes (624 bits)
	Capture Length: 78 bytes (624 bits)
	Frame is marked: False
	Frame is ignored: False
	Protocols in frame: eth:ethertype:ip:tcp:tls
"
